stop_id,stop_code,stop_name,stop_lat,stop_lon
GCO027,GCO027,GARLASCO I Maggio/Borgonuovo,45.19433502,8.92451593
GCO102,GCO102,GARLASCO Della Vittoria,45.19688572,8.91768064
GDI001,GDI001,GODIASCO Vittorio Emanuele II/Alesina (Municipio),44.89684852,9.05513318
GDI002,GDI002,GODIASCO Vittorio Emanuele II/Alesina (Municipio),44.89679967,9.05515139
GDI003,GDI003,GODIASCO Salice Terme - Delle Terme/Olmi,44.91455415,9.02749903
GDI005,GDI005,GODIASCO Salice Terme - Mangiagalli/Dei Ciliegi,44.91010366,9.02801363
GDI006,GDI006,GODIASCO S.Desiderio - SP461,44.88027585,9.06233419
GDI007,GDI007,GODIASCO S.Desiderio - SP461,44.88040669,9.06232587
GDI009,GDI009,GODIASCO Garibaldi/Pedemonti,44.89973895,9.05295926
GDI010,GDI010,GODIASCO Garibaldi (Cimitero),44.90101816,9.05247915
GDI013,GDI013,GODIASCO Salice Terme - Diviani/Marconi,44.91542787,9.02680644
GDI014,GDI014,GODIASCO Bertignana - SP461,44.88969753,9.06034161
GDI015,GDI015,GODIASCO Bertignana - SP461,44.88908463,9.06064217
GDI016,GDI016,GODIASCO Mazzini/Vittorio Emanuele,44.89513433,9.05846242
GDI017,GDI017,GODIASCO Mazzini/Vittorio Emanuele,44.89522484,9.05884538
GDI018,GDI018,GODIASCO Delle Terme/Fermi,44.91697667,9.0235199
GDI019,GDI019,GODIASCO Mangiagalli/Fava (Chiesa),44.91446972,9.02407862
GDI020,GDI020,GODIASCO Mangiagalli/Verdi,44.91264637,9.02572762
GDI021,GDI021,GODIASCO Mangiagalli/Lorenzini,44.91135333,9.02738169
GDI022,GDI022,GODIASCO Mangiagalli/Degli Aceri (Casa di Cura),44.90806524,9.03078152
GDI023,GDI023,GODIASCO Salice Terme - Delle Terme/Calbicella,44.91322402,9.02944381
GFE001,GFE001,GOLFERENZO Casa Scagni - SP40,44.95781634,9.29515044
GFE004,GFE004,GOLFERENZO Roma (Chiesa),44.96171522,9.3057383
GFE005,GFE005,MONTECALVO VERSIGGIA Versa - SP40,44.96512519,9.29119448
GGO001,GGO001,GIUSSAGO Casatico - Roma/Barona,45.27786314,9.14086213
GGO002,GGO002,GIUSSAGO Casatico - Roma/Barona,45.2789745,9.14154134
GGO004,GGO004,GIUSSAGO Baselica Bologna - Rosselli (Chiesa),45.30446808,9.12513722
GGO005,GGO005,GIUSSAGO Carpignago - Dei Platani,45.26778594,9.14439625
GGO006,GGO006,GIUSSAGO Carpignago - Dei Platani,45.26811584,9.14426494
GGO007,GGO007,"GIUSSAGO Turago Bordone - Grande, 2",45.29215521,9.16843842
GGO008,GGO008,"GIUSSAGO Villanova de' Beretti - SP27, 75",45.26193732,9.14040705
GGO009,GGO009,"GIUSSAGO Villanova de' Beretti - SP27, 75",45.26220187,9.14027039
GGO010,GGO010,"GIUSSAGO Turago Bordone - Grande, 2",45.29212303,9.16833411
GGO011,GGO011,GIUSSAGO Marconi/Longo,45.28549273,9.13765119
GGO013,GGO013,GIUSSAGO Roma/Battisti (Comune),45.28501462,9.14194006
GGO014,GGO014,GIUSSAGO Roma/Battisti (Comune),45.28492235,9.14207188
GLA001,GLA001,GALLIAVOLA Della Vittoria (Municipio),45.09692818,8.81925951
GLO001,GLO001,GRAVELLONA LOMELLINA Insurrezione/Delucca,45.32916501,8.76553633
GLO002,GLO002,GRAVELLONA LOMELLINA Insurrezione/Delucca,45.32857229,8.76571187
GMB002,GMB002,GAMBOLO' Garbana - Biraga (Chiesa),45.25578069,8.79994681
GMB003,GMB003,GAMBOLO' Garbana - Biraga (Chiesa),45.25573042,8.79997369
GMB004,GMB004,GAMBOLO' Remondò FS - Mortara/Stazione,45.23527506,8.8022975
GMB005,GMB005,GAMBOLO' Remondò FS - Mortara/Stazione,45.23557242,8.80242789
GMB006,GMB006,GAMBOLO' Remondò - Santi Martiri,45.24230744,8.804313
GMB007,GMB007,"GAMBOLO' Umberto I, 220",45.26500389,8.85476774
GMB008,GMB008,"GAMBOLO' Umberto I, 220",45.26536707,8.85482131
GMB009,GMB009,GAMBOLO' Carrobbio/Mazzini,45.25681444,8.85649195
GMB010,GMB010,GAMBOLO' Carrobbio/Mazzini,45.25676331,8.85661252
GMB011,GMB011,GAMBOLO' Roma/Borgo S.Siro,45.25419646,8.86221712
GMB012,GMB012,GAMBOLO' Roma/Borgo S.Siro,45.25421609,8.86200384
GMB013,GMB013,"GAMBOLO' Roma, 100",45.25097181,8.86279935
GMB014,GMB014,"GAMBOLO' Belcreda - XXV Aprile, 9",45.26554484,8.90103772
GMB015,GMB015,"GAMBOLO' Belcreda - XXV Aprile, 44",45.25826544,8.9048911
GMB016,GMB016,GAMBOLO' Industria (ItalFerro),45.27862242,8.85420683
GMB017,GMB017,"GAMBOLO' Umberto I, 312",45.26803998,8.85461938
GMB019,GMB019,GAMBOLO' Umberto I/Vignate (Carabinieri),45.25962216,8.8558595
GMB020,GMB020,"GAMBOLO' Belcreda - XXV Aprile, 9",45.26529791,8.90147191
GMB021,GMB021,"GAMBOLO' Belcreda - XXV Aprile, 44",45.25786952,8.9049626
GMB022,GMB022,GAMBOLO' Remondò - Santi Martiri,45.2423908,8.80440841
GMB028,GMB028,"GAMBOLO' Umberto I, 312",45.26836554,8.85470703
GMB029,GMB029,GAMBOLO' Umberto I/Marconi (Carabinieri),45.2596624,8.85592101
GMB030,GMB030,GAMBOLO' Industria (ItalFerro),45.27871772,8.85426155
GNA001,GNA001,GAMBARANA Corti (Posta),45.02802832,8.7634287
GNA002,GNA002,GAMBARANA Corti (Posta),45.02807206,8.76329519
GZG001,GZG001,GERENZAGO Moro/Inverno (Chiesa),45.20579007,9.36201182
GZG002,GZG002,GERENZAGO Moro/Inverno (Chiesa),45.20584861,9.3617464
GZG003,GZG003,GERENZAGO Villanterio/S.Mauro,45.20884564,9.36184121
GZG004,GZG004,GERENZAGO Villanterio/S.Mauro,45.2086467,9.36205221
GZN001,GZN001,CORTEOLONA GENZONE Genzone - IV Novembre/V. Eman. (Chiesa),45.17949335,9.34806775
GZN002,GZN002,CORTEOLONA GENZONE Genzone - IV Novembre/V. Eman. (Chiesa),45.17948162,9.348039
IMO001,IMO001,INVERNO MONTELEONE Miradolo/Melograno,45.1915095,9.41358728
IMO002,IMO002,INVERNO MONTELEONE Miradolo/Melograno,45.19167802,9.4132622
IMO003,IMO003,INVERNO MONTELEONE Pavia/Roma (Chiesa),45.1982031,9.38409503
IMO004,IMO004,INVERNO MONTELEONE Pavia/Roma (Chiesa),45.19817396,9.38397727
IMO005,IMO005,INVERNO MONTELEONE Umberto I/Forni,45.19447408,9.4062615
IMO007,IMO007,INVERNO MONTELEONE Umberto I/Forni,45.19502942,9.40600384
LCH001,LCH001,LACCHIARELLA Lombardia/Falcone,45.32580048,9.13356133
LCH002,LCH002,"LACCHIARELLA Casirate Olona - Pavese, 3",45.30628006,9.16449147
LCH003,LCH003,"LACCHIARELLA Casirate Olona - Pavese, 3",45.30609796,9.16447931
LCH004,LCH004,LACCHIARELLA Mettone - Mazzini,45.31344383,9.15347108
LCH005,LCH005,LACCHIARELLA Mettone - Mazzini,45.31330924,9.15357274
LCH006,LCH006,LACCHIARELLA Centro Girasole,45.3322178,9.12698102
LCH007,LCH007,LACCHIARELLA Giovane Italia,45.31794214,9.13891995
LCH009,LCH009,LACCHIARELLA Vittorio Veneto/Giovine Italia,45.31813671,9.1390029
LCH010,LCH010,LACCHIARELLA Toscana/Friuli,45.32365226,9.13151038
LCH016,LCH016,LACCHIARELLA Carlo Alberto (Municipio),45.32215747,9.13704825
LCH021,LCH021,LACCHIARELLA Milite Ignoto,45.32039568,9.14046207
LCH022,LCH022,LACCHIARELLA Gramsci/Bargiggia,45.32257225,9.13997692
LCH023,LCH023,"LACCHIARELLA Togliatti, 13",45.32412581,9.14322686
LCH024,LCH024,LACCHIARELLA Mameli/Leopardi,45.32626392,9.13670702
LCT001,LCT001,LOCATE TRIULZI Milani/Cadorna,45.35988101,9.22645537
LCT003,LCT003,LOCATE TRIULZI Moro/Paganini,45.35671213,9.23068009
LCT004,LCT004,LOCATE TRIULZI Nenni/Piave,45.35382239,9.22715256
LCT007,LCT007,LOCATE TRIULZI Moro/Milani,45.35943234,9.22957079
LCT009,LCT009,LOCATE TRIULZI Moro/Milani,45.35911766,9.22975049
LCT010,LCT010,LOCATE TRIULZI Moro/Paganini,45.35681513,9.2307195
LCT011,LCT011,LOCATE TRIULZI Nenni/Piave,45.35392186,9.22760447
LDI001,LDI001,LARDIRAGO Roma/IV Novembre,45.23527671,9.23246706
LDI002,LDI002,LARDIRAGO Roma/Corridoni,45.23520784,9.23214137
LDI003,LDI003,"LARDIRAGO Duca d'Aosta, 287",45.23838735,9.23357945
LDN003,LDN003,LANDRIANO Milano (Cimitero),45.30920909,9.26553294
LDN004,LDN004,LANDRIANO Milano (Cimitero),45.30898405,9.26584046
LDN005,LDN005,LANDRIANO Pairana - Marchesona/Lussu,45.32271398,9.28477168
LDN006,LDN006,LANDRIANO Pairana - Marchesona/Del Glicine,45.32264261,9.28474843
LDN007,LDN007,LANDRIANO Pairana - Purificazione Maria Vergine,45.31994844,9.28770201
LDN008,LDN008,LANDRIANO Pairana - Purificazione Maria Vergine,45.31999952,9.2881462
LDN009,LDN009,LANDRIANO S.Rocco - Milano/Donatori di Sangue,45.31488748,9.25854174
LDN010,LDN010,LANDRIANO S.Rocco - Milano/Donatori di Sangue,45.31423397,9.25930107
LDN011,LDN011,LANDRIANO Milano/S.Quirico,45.31200425,9.26126891
LDN012,LDN012,LANDRIANO Milano/Graffignana,45.31118439,9.26209133
LIN001,LIN001,"LINAROLO S.Leonardo - Nobili, 125 (Chiesa)",45.15718631,9.22951133
LIN002,LIN002,LINAROLO S.Leonardo - Nobili/Becca (Posta),45.156415,9.23151451
LIN003,LIN003,"LINAROLO Vaccarizza - Po, 40",45.148205,9.23722783
LIN004,LIN004,"LINAROLO Vaccarizza - Po, 24",45.1482961,9.23971156
LIN005,LIN005,LINAROLO Ospedaletto - SP13,45.15055247,9.25977992
LIN006,LIN006,LINAROLO S.Leonardo (Cimitero),45.15550451,9.26875449
LIN007,LIN007,LINAROLO Dante (Municipio),45.15811895,9.269912
LIN008,LIN008,LINAROLO Cavallotti/Gramsci,45.16120829,9.2704414
LIN009,LIN009,LINAROLO Cavallotti/Buonarroti,45.16535633,9.27155449
LIN010,LIN010,LINAROLO SP234/Cavallotti,45.16635722,9.27114424
LIN011,LIN011,LINAROLO SP234/Cavallotti,45.16590844,9.27317773
LIR001,LIR001,LIRIO Molino Sacrista (Bivio Lirio),45.00080197,9.26217783
LIR002,LIR002,LIRIO Molino Sacrista (Bivio Lirio),45.00082916,9.26226932
LIR003,LIR003,LIRIO Battisti,44.99415218,9.25551161
LIR004,LIR004,LIRIO Battisti,44.99412407,9.25557188
LOM001,LOM001,LOMELLO Repubblica (Comune - Castello),45.12091113,8.79437936
LOM005,LOM005,LOMELLO Repubblica (Comune - Castello),45.12086673,8.79476476
LUN001,LUN001,LUNGAVILLA Umberto I/Piacentini,45.0365068,9.079709
LUN002,LUN002,LUNGAVILLA Umberto I/Piacentini,45.03653178,9.07957252
LUN003,LUN003,LUNGAVILLA Umberto I/Sacro Cuore/Alberti,45.04339543,9.08148695
LUN004,LUN004,LUNGAVILLA Umberto I/XX Settembre,45.04120876,9.08143933
LUN005,LUN005,LUNGAVILLA Umberto I/Giovanni XXIII,45.04126304,9.08135931
LUN006,LUN006,VERRETTO S.Matteo (Chiesa),45.03998909,9.1074699
LUN007,LUN007,LUNGAVILLA Umberto I/Sacro Cuore/Alberti,45.0434487,9.08161099
LUN008,LUN008,LUNGAVILLA Masazza/Bonsignore (Scuole),45.04039542,9.07765895
LUN009,LUN009,"LUNGAVILLA Umberto I, 285",45.04592958,9.0815055
MAG002,MAG002,MAGHERNO Roma/Chiesa,45.22319246,9.32989688
MAG003,MAG003,MAGHERNO Roma/Gioietta,45.22160836,9.32407147
MAG004,MAG004,MAGHERNO Roma/Gioietta,45.22180311,9.32417755
MAG005,MAG005,MAGHERNO Roma/Chiesa,45.22332162,9.33007599
MAG006,MAG006,MAGHERNO Giovanni XXIII,45.22305513,9.32831633
MAG007,MAG007,MAGHERNO Giovanni XXIII,45.22290394,9.32755087
MBA003,MBA003,MONTEBELLO BATT. Genestrello - Mazza,44.99842502,9.08887313
MBA004,MBA004,MONTEBELLO BATT. Genestrello - Mazza,44.99860654,9.08873571
MBA005,MBA005,MONTEBELLO BATT. Barbieri/Mazza,45.00384763,9.10172458
MBA006,MBA006,MONTEBELLO BATT. Barbieri/Mazza,45.00432235,9.10251719
MBA007,MBA007,MONTEBELLO BATT. Vittorio Emanuele II/Cavour,44.99927805,9.10372407
MBA008,MBA008,MONTEBELLO BATT. Vittorio Emanuele II/Cavour,44.99935862,9.1034137
MBE001,MBE001,MONTU' BECCARIA Bergamasco - SP43,45.02601751,9.31388358
MBE002,MBE002,MONTU' BECCARIA Bergamasco - SP43,45.02611326,9.31386244
MBE003,MBE003,MONTU' BECCARIA Casa Barbieri - SP43,45.02023198,9.32737987
MBE004,MBE004,MONTU' BECCARIA Costa Monfedele (Chiesa),45.04291898,9.34673412
MBE005,MBE005,MONTU' BECCARIA Costa Monfedele (Chiesa),45.04286693,9.34675298
MBE006,MBE006,MONTU' BECCARIA Maccarone Frati - SP43,45.01790991,9.31322617
MBE007,MBE007,MONTU' BECCARIA Maccarone Frati - SP43,45.01787649,9.31321251
MBE008,MBE008,MONTU' BECCARIA Loglio di Sotto - SP201,45.01859743,9.29926811
MBE009,MBE009,MONTU' BECCARIA Loglio di Sotto - SP201,45.01847874,9.29919647
MBE011,MBE011,MONTU' BECCARIA Garibaldi/Marconi,45.03527488,9.31472402
MBE012,MBE012,MONTU' BECCARIA Poggiolo - SP43,45.01446354,9.3195017
MBE013,MBE013,MONTU' BECCARIA Casa Barbieri - SP43,45.02016028,9.32740242
MBE015,MBE015,MONTU' BECCARIA Poggiolo - SP43,45.01448752,9.31949918
MBE017,MBE017,MONTU' BECCARIA Tassarole - SP43,45.03734374,9.30757943
MBE018,MBE018,MONTU' BECCARIA Garibaldi/Marconi,45.03518093,9.31472225
MBE021,MBE021,MONTU' BECCARIA Loglio di Sopra,45.01304254,9.29908031
MBE022,MBE022,MONTU' BECCARIA Loglio di Sopra,45.01311112,9.29953973
MBE023,MBE023,"MONTU' BECCARIA Belvedere, 25",45.03546555,9.32832658
MBE024,MBE024,"MONTU' BECCARIA Belvedere, 25",45.03518493,9.32884983
MBE025,MBE025,MONTU' BECCARIA Colombaia - SP61,45.03897692,9.33736816
MBE026,MBE026,MONTU' BECCARIA Colombaia - SP61,45.03878056,9.33770162
MBE029,MBE029,MONTU' BECCARIA Marcadello - SP43,45.03620642,9.31177173
MBE030,MBE030,MONTU' BECCARIA Marcadello - SP43,45.03615125,9.31169333
MDE002,MDE002,MEDE FS - Della Costituzione,45.0951626,8.74252543
MDE003,MDE003,MEDE Tortorolo - SP194,45.07831905,8.7647774
MDE006,MDE006,MEDE Fermi/Mattei,45.09989665,8.72946007
MDE007,MDE007,MEDE I Maggio/Pellico,45.09954579,8.73049869
MDE009,MDE009,MEDE Tortorolo - SP194,45.07834036,8.76467509
MDE011,MDE011,MEDE Dei Mille/Martiri Libertà,45.09112578,8.72968995
MDT003,MDT003,"MOLINO DEI TORTI Marconi, 49",45.02645185,8.89647382
MDT004,MDT004,"MOLINO DEI TORTI Marconi, 49",45.02607462,8.89600221
MEN001,MEN001,MENCONICO Collegio - SP461,44.80953792,9.26885762
MEN002,MEN002,MENCONICO Collegio - SP461,44.80955769,9.26890238
MEN003,MEN003,MENCONICO Canova - SP186,44.80222561,9.24005812
MEN004,MEN004,MENCONICO Canova - SP186,44.80224785,9.24011863
MEN005,MEN005,MENCONICO Giarola - SP461,44.81214338,9.24707496
MEN006,MEN006,MENCONICO Giarola - SP461,44.81208929,9.24714927
MEN007,MEN007,"MENCONICO Capoluogo, 39",44.79635364,9.2803351
MEN008,MEN008,"MENCONICO Capoluogo, 39",44.79633672,9.28031679
MEN010,MEN010,MENCONICO Riva - SP39,44.80257209,9.2802753
MEN011,MEN011,MENCONICO S.Pietro Casasco - SP461,44.80977921,9.23865738
MEN012,MEN012,MENCONICO S.Pietro Casasco - SP461,44.8097232,9.23880903
MEN013,MEN013,MENCONICO Ca' del Bosco - SP461,44.80941672,9.26038103
MEN014,MEN014,MENCONICO Ca' del Bosco - SP461,44.80963312,9.26019837
MEN015,MEN015,MENCONICO Mulino S.Pietro - SP186,44.80429924,9.23726537
MEN016,MEN016,MENCONICO Mulino S.Pietro - SP186,44.80433723,9.23717448
MEN017,MEN017,MENCONICO Riva - SP39,44.80250818,9.28025212
MGO001,MGO001,MARCIGNAGO Cascina Brusada - SP11,45.24079822,9.07987793
MGO002,MGO002,MARCIGNAGO Cascina Brusada - SP11,45.24102084,9.07998059
MGO003,MGO003,MARCIGNAGO Per Toradello/Umberto I,45.25775161,9.07617655
MGO004,MGO004,MARCIGNAGO Libertà/Re,45.25445095,9.07451648
MGO005,MGO005,MARCIGNAGO Divisa - SP11,45.23656084,9.08559517
MGO006,MGO006,MARCIGNAGO Divisa - SP11,45.23587312,9.08619477
MGO007,MGO007,"MARCIGNAGO Umberto I, 5 (Campo Sportivo)",45.25758825,9.07694758
MGO008,MGO008,MARCIGNAGO Giovanni Paolo II,45.25433956,9.07796418
MGO009,MGO009,MARCIGNAGO Umberto I/Daccò,45.2513519,9.07793796
MGO010,MGO010,MARCIGNAGO Villaggio Europa - Umberto I,45.25131943,9.07756723
MLN200,MLN200,MILANO Famagosta M2 (Arrivi),45.43532147,9.1696165
MLN201,MLN201,MILANO Cermenate/Volvinio,45.43737748,9.18295973
MLN202,MLN202,MILANO Famagosta M2 - Autostazione,45.43652058,9.16852192
MLN205,MLN205,MILANO Cermenate/Volvinio,45.43733397,9.18402064
MLN211,MLN211,MILANO Romolo FS/M2,45.44250871,9.16804317
MLN214,MLN214,MILANO Cermenate/Montegani,45.43736014,9.17876776
MLN215,MLN215,MILANO Cermenate/Montegani,45.43749649,9.17881905
MLN216,MLN216,MILANO Ripamonti/Quintosole,45.40306078,9.20871376
MLN217,MLN217,MILANO Ripamonti/Camporgnago,45.39954092,9.2099807
MLN218,MLN218,MILANO Ripamonti/Macconago (IEO),45.41376098,9.20629155
MLN219,MLN219,MILANO Ripamonti/Macconago (IEO),45.41395098,9.20649076
MLN220,MLN220,MILANO Ripamonti/Quintosole,45.40297625,9.20914926
MLN221,MLN221,"MILANO Ripamonti, 514",45.40745095,9.20787916
MLN222,MLN222,"MILANO Ripamonti, 514",45.40740054,9.20809435
MLN224,MLN224,MILANO Vigentino - Ripamonti,45.42123584,9.20333287
MLN237,MLN237,MILANO Ripamonti/Camporgnago,45.39945898,9.20953245
MNA001,MNA001,MORNICO LOSANA Libertà (Municipio),45.01045388,9.20494367
MNO001,MNO001,"MONTESCANO Pianazza, 45 (Bivio Molinazzo)",45.02264036,9.29945726
MNO002,MNO002,MONTESCANO Pozzolo - Pianazza,45.03050745,9.29942745
MNO003,MNO003,MONTESCANO Roncole (Municipio),45.03183119,9.295385
MNO004,MNO004,MONTESCANO Roncole (Municipio),45.03181255,9.29537693
MNO005,MNO005,"MONTESCANO Pianazza, 45 (Bivio Molinazzo)",45.02289228,9.299333
MNO006,MNO006,MONTESCANO Pozzolo - Pianazza,45.03060195,9.29940936
MNO007,MNO007,CANNETO PAVESE Roncole - SP201,45.03668344,9.29943494
MPA004,MPA004,MONTICELLI PAVESE Chignolo/Plana,45.1119753,9.51523181
MPA005,MPA005,MONTICELLI PAVESE Chignolo/Plana,45.11174199,9.51513116
MPA006,MPA006,MONTICELLI PAVESE Cimitero,45.11056657,9.5207691
MPE002,MPE002,MONTALTO PAVESE Ca' del Fosso - SP38,44.95150996,9.22370959
MPE004,MPE004,MONTALTO PAVESE Casa Tacconi - SP188,44.97905445,9.19130088
MPE005,MPE005,MONTALTO PAVESE Casa Tacconi - SP188,44.97902812,9.19128612
MPE006,MPE006,MONTALTO PAVESE Costa Bruciata - SP44,44.97821292,9.22320587
MPE007,MPE007,MONTALTO PAVESE Finigeto - SP44,44.99059222,9.24623523
MPE008,MPE008,"MONTALTO PAVESE Vittorio Veneto, 5",44.97914814,9.21060979
MPE009,MPE009,"MONTALTO PAVESE Vittorio Veneto, 5",44.97891064,9.21103388
MPE010,MPE010,MONTALTO PAVESE Villa - SP38,44.95633988,9.21615586
MPE012,MPE012,MONTALTO PAVESE Ponte Carmelo - SP38,44.96339031,9.20860697
MPE014,MPE014,MONTALTO PAVESE Costa Grossa (Costaiola) - SP44,44.99326523,9.23752342
MPE015,MPE015,MONTALTO PAVESE Costa Grossa (Costaiola) - SP44,44.99321442,9.23753514
MPE019,MPE019,MONTALTO PAVESE Finigeto - SP44,44.99043675,9.24606083
MPE020,MPE020,MONTALTO PAVESE Palazzina - SP198,44.98882453,9.25759143
MPE021,MPE021,MONTALTO PAVESE Palazzina - SP198,44.98881424,9.2577159
MPE025,MPE025,"MONTALTO PAVESE Roma, 1",44.97903582,9.20952547
MRA001,MRA001,MORTARA FS - Marconi,45.25224223,8.73241586
MRA002,MRA002,MORTARA Trento (Campo Sportivo),45.25494463,8.74290943
MRA003,MRA003,MORTARA Trento (Campo Sportivo),45.25507817,8.74297029
MRA004,MRA004,MORTARA Casoni dei Peri - Della Cattanea,45.26508093,8.79006022
MRA005,MRA005,MORTARA Casoni dei Peri - Della Cattanea,45.26499669,8.79004569
MRA006,MRA006,MORTARA Cattanea - Milano/Della Morsella,45.26821551,8.78977448
MRA007,MRA007,MORTARA Molino Faenza - Della Cattanea,45.26059906,8.79242126
MRA009,MRA009,MORTARA Cattanea - Milano/Della Morsella,45.26808261,8.78981991
MRA010,MRA010,MORTARA Lomellina (Zona Commerciale),45.24338249,8.74577629
MRA011,MRA011,MORTARA Carlo Magno (Auditorium),45.24938806,8.74355125
MRA013,MRA013,MORTARA Lomellina (Zona Commerciale),45.24340601,8.74587458
MRA014,MRA014,MORTARA Carlo Magno (Auditorium),45.24916927,8.74333075
MRA015,MRA015,MORTARA Molino Faenza - Della Cattanea,45.26052199,8.79259943
MRB001,MRB001,MEZZANA RABATTONE Marconi/Valentich,45.09559112,9.03087952
MRB002,MRB002,MEZZANA RABATTONE Marconi/Privata,45.09541914,9.03484892
MRB003,MRB003,MEZZANA RABATTONE Marconi/Valentich,45.09552384,9.03082046
MRB004,MRB004,MEZZANA RABATTONE Marconi/Privata,45.09531218,9.0348634
MSE001,MSE001,MONTESEGALE Case del Molino (Castello),44.91229604,9.13133742
MSE002,MSE002,MONTESEGALE Case del Molino (Castello),44.91231292,9.13107686
MSE003,MSE003,MONTESEGALE Fornace - SP184,44.91018853,9.14055893
MSE005,MSE005,MONTESEGALE Fornace - SP184,44.9101533,9.14083379
MTE001,MTE001,MIRADOLO TERME Terme - SP189,45.1888876,9.4220501
MTE002,MTE002,MIRADOLO TERME Terme - SP189,45.18885284,9.42196131
MTE004,MTE004,"MIRADOLO TERME Camporinaldo - Della Libertà, 45",45.16188525,9.4679629
MTE005,MTE005,"MIRADOLO TERME Garibaldi, 75",45.16954329,9.44639558
MTE006,MTE006,"MIRADOLO TERME Garibaldi, 75",45.16978055,9.44626309
MTE010,MTE010,MIRADOLO TERME Del Comune (Municipio),45.17119101,9.44258449
MTE011,MTE011,MIRADOLO TERME Del Comune (Municipio),45.17130324,9.44275574
MTE012,MTE012,MIRADOLO TERME Marconi/Dogliani,45.16471938,9.44693055
MTE013,MTE013,MIRADOLO TERME Marconi/Dogliani,45.16467918,9.44679523
MTE014,MTE014,MIRADOLO TERME Roma/Degli Spinedi,45.17428851,9.43940451
MTE015,MTE015,"MIRADOLO TERME Roma, 172",45.17718684,9.43404935
MTE016,MTE016,"MIRADOLO TERME Roma, 172",45.17714985,9.43415027
MTE017,MTE017,MIRADOLO TERME Roma/Degli Spinedi,45.17434273,9.43929144
MVE001,MVE001,MONTECALVO VERSIGGIA Colombato - SP201,44.96174046,9.27663539
MVE002,MVE002,MONTECALVO VERSIGGIA Colombato - SP201,44.96165419,9.27642799
MVE003,MVE003,MONTECALVO VERSIGGIA Crocetta (Comune),44.97115858,9.28469375
MVE004,MVE004,MONTECALVO VERSIGGIA Crocetta (Comune),44.97113758,9.28464098
MVE005,MVE005,MONTECALVO VERSIGGIA Piane - SP201,44.96563275,9.28164012
MVE006,MVE006,MONTECALVO VERSIGGIA Piane - SP201,44.96554219,9.2817097
MVE007,MVE007,S.MARIA DELLA VERSA Croce Bianca - SP201,44.9721244,9.2971178
MVE008,MVE008,S.MARIA DELLA VERSA Croce Bianca - SP201,44.97204721,9.29728451
MVT001,MVT001,"MOTTA VISCONTI Garibaldi, 2",45.28602593,8.99340657
MVT002,MVT002,"MOTTA VISCONTI Garibaldi, 2",45.28602759,8.99332273
MVT003,MVT003,MOTTA VISCONTI Del Cimitero (Cimitero),45.28179838,8.99631542
MVT004,MVT004,MOTTA VISCONTI Del Cimitero,45.28219068,8.99629722
MVT005,MVT005,MOTTA VISCONTI Repubblica/Vittorio Veneto,45.28598316,8.99542176
MVT006,MVT006,MOTTA VISCONTI S.Rocchino - Borgomaneri/De Gasperi,45.29084847,8.98659012
MVT007,MVT007,MOTTA VISCONTI Cavour/XIV Luglio 1994,45.29014408,8.9989445
MVT008,MVT008,MOTTA VISCONTI Cavour/XIV Luglio 1994,45.29015515,8.99905753
MVT009,MVT009,"MOTTA VISCONTI Cavour, 8",45.28802416,8.99582204
MVT010,MVT010,"MOTTA VISCONTI S.Rocchino - De Gasperi, 6",45.28944195,8.98605024
MVT011,MVT011,MOTTA VISCONTI Matteotti/Possi,45.28527125,8.98794641
MVT012,MVT012,MOTTA VISCONTI Matteotti/Possi,45.28520691,8.98805071
MVT013,MVT013,MOTTA VISCONTI Soriani/Borgomaneri,45.28734358,8.99300525
MVT014,MVT014,MOTTA VISCONTI Enzo Ferrari/del Cavo,45.28659647,8.99792201
MZA001,MZA001,"MEZZANINO Busca, 48",45.13511769,9.21712189
MZA002,MZA002,"MEZZANINO Busca, 48",45.13522702,9.21703362
MZA003,MZA003,"MEZZANINO Busca - Tornello, 1",45.13187266,9.22293271
MZA004,MZA004,"MEZZANINO Busca - Tornello, 1",45.13192026,9.22295237
MZA005,MZA005,MEZZANINO Palazzo (Bivio Palazzo),45.11633778,9.21109032
MZA006,MZA006,MEZZANINO Palazzo (Bivio Palazzo),45.11627873,9.21107161
MZA007,MZA007,MEZZANINO Tornello - SP617,45.12986639,9.2267045
MZA008,MZA008,MEZZANINO Tornello - SP617,45.12968877,9.22694779
MZA009,MZA009,MEZZANINO Roma (Chiesa),45.12635064,9.20604412
MZA010,MZA010,MEZZANINO Roma (Chiesa),45.12621807,9.20601626
MZA011,MZA011,MEZZANINO Tornello (Bivio SP15),45.12040794,9.23213458
MZA012,MZA012,MEZZANINO Tornello (Bivio SP15),45.12030919,9.23180638
MZA013,MZA013,MEZZANINO Roma/Cassinetta/Malpensata di Sotto,45.12981603,9.20479442
MZA014,MZA014,MEZZANINO Roma/Cassinetta/Malpensata di Sotto,45.12987256,9.20440033
MZA015,MZA015,MEZZANINO SP15 Marconi/Palazzo,45.12023621,9.20951306
MZA016,MZA016,MEZZANINO SP15 Marconi/Palazzo,45.12035971,9.20970076
MZB001,MZB001,MEZZANA BIGLI Balossa Bigli (Savasini) - SP206,45.07368014,8.90343609
MZB002,MZB002,MEZZANA BIGLI Roma/Gramsci,45.05976014,8.84645635
MZB005,MZB005,MEZZANA BIGLI Roma/Gramsci,45.05974694,8.84636074
