fermata;lat;lon
PND004;45,40402097;9,545887181
PND021;45,39840905;9,514986144
PND022;45,39778646;9,515235739
PNG001;45,39111735;9,693764865
PNG002;45,39124308;9,693987235
PNG003;45,39518699;9,693449549
PNG004;45,39509114;9,693620418
QNZ001;45,31805365;10,01235832
QNZ002;45,31797976;10,01252402
QNZ004;45,3209367;10,01474823
QNZ003;45,32073731;10,01439509
PRC003;45,42483723;9,609034552
PRC004;45,42440256;9,609252231
SPN023;45,39277785;9,49073704
SPN024;45,39242795;9,490880443
SPN025;45,38713445;9,492979797
SPN026;45,38684038;9,493126686
SPN030;45,3925176;9,503455356
SPN029;45,39207639;9,50426036
SPN013;45,39568978;9,489093041
SPN014;45,39583516;9,488504777
SPN011;45,3954612;9,50168331
SPN012;45,39539538;9,501707003
SPN009;45,39787018;9,495009992
GFE004;44,96178057;9,305770625
SPN010;45,39754293;9,495129777
SPN020;45,40572928;9,493039489
SPN019;45,40572394;9,49279411
SPN021;45,41533264;9,493986405
SPN022;45,4152227;9,494248994
RVD013;45,43164856;9,496810449
RVD014;45,43055497;9,496596324
PLT014;45,50459528;9,333267871
PLT015;45,50454081;9,333368309
PLT018;45,50410652;9,330809107
PLT019;45,50401152;9,328389094
PRR059;45,42929735;9,309225775
MRN002;45,69280425;9,184980718
MRN003;45,69110492;9,186138032
MRN004;45,68874613;9,186856616
MRN005;45,69651685;9,18927985
MRN006;45,69704412;9,190148729
MRN007;45,69192929;9,185263882
MRN008;45,69510611;9,183061711
MTC001;45,70321795;9,305601635
NVM001;45,58861721;9,192054663
NVM002;45,5879797;9,187849414
NVM003;45,58411359;9,203688884
NVM004;45,58338761;9,19910262
NVM005;45,58441869;9,203614459
NVM006;45,58369718;9,199212097
NVM008;45,58240631;9,206077153
NVM010;45,57906651;9,207457458
NVM011;45,58275588;9,206610797
NVM014;45,59591279;9,199019746
NVM015;45,59099297;9,191273633
NVM016;45,59035346;9,188276053
NVM017;45,58933212;9,197178189
NVM018;45,59009002;9,19704709
NVM019;45,58770037;9,1963081
NVM020;45,58529989;9,195416166
NVM021;45,58873913;9,186708569
NVM022;45,59347796;9,190714556
NVM023;45,59308781;9,191057423
NVM024;45,59681963;9,202310076
NVM025;45,59877527;9,200565291
NVM027;45,59517003;9,201627709
NVM028;45,59261838;9,199508815
NVM029;45,5915308;9,200066038
NVM030;45,59048183;9,206016936
NVM031;45,5917998;9,199960096
NVM032;45,59058613;9,206577167
NVM033;45,5888947;9,19511536
NVM034;45,5886025;9,194067595
FTU005;44,90321239;9,150517843
PVM008;45,37753203;9,183916578
ZBP026;45,39386772;9,432178439
MLG040;45,3600352;9,317771028
CLT014;45,3798423;9,355802617
CLT013;45,37968112;9,355744092
CLT012;45,38135503;9,350698011
CLT011;45,38113663;9,350831096
SDN138;45,40789237;9,262918112
SDN119;45,41462523;9,277950559
SDN120;45,41532665;9,278972675
CDP006;45,51388294;9,355252467
CDP004;45,50865756;9,356610048
PRR526;45,43535251;9,293485004
PRR532;45,42868706;9,295661558
PRR566;45,4606052;9,31289285
PRR580;45,4306826;9,29495749
PRR581;45,46260335;9,303963975
PRR582;45,46166965;9,313461377
PRR583;45,45851624;9,314949989
PRR585;45,45862517;9,315210265
PRR586;45,46180873;9,313834367
PRR587;45,46404432;9,311604742
PRR588;45,46323795;9,30351732
PRR599;45,46378404;9,310997349
PRR901;45,43947712;9,286652839
GDI007;44,88040669;9,06232587
PRR902;45,42302643;9,255746167
PRR903;45,41700682;9,312172701
VGN023;45,50610489;9,384993474
PDR001;45,68514695;9,469972494
EXP601;45,51574301;9,108550994
TRC021;45,46402927;9,476160084
PDD700;45,56566855;9,16072288
PDD704;45,56473716;9,165985827
PDD705;45,56383468;9,164642702
PDD706;45,56404134;9,164824576
PDD707;45,56217139;9,165085866
PDD708;45,56242994;9,165432355
VDG007;45,73149726;9,268632692
VDG008;45,73355937;9,271792105
VDG009;45,73154024;9,268075421
VDG010;45,73344524;9,270648553
FRN002;45,50390094;9,698248353
FRN003;45,50358362;9,698206502
PDD716;45,5641736;9,173133967
PDD740;45,5639948;9,173149295
MLZ022;45,5016695;9,427409626
MLZ031;45,50048893;9,422922947
PDD720;45,56724549;9,179641452
PDD722;45,56638564;9,183189967
PDD723;45,56765588;9,18902331
PDD724;45,57121185;9,19310816
PDD725;45,57153577;9,196591901
PDD729;45,56966322;9,18582738
RHO676;45,54134626;9,042769491
PDD731;45,57366666;9,184052025
PDD732;45,57355263;9,183949762
PDD733;45,57300928;9,179024614
PDD736;45,57139205;9,188739897
PDD713;45,55859983;9,171253838
LSS015;45,60488276;9,240172377
PDD744;45,55808861;9,17216045
PDD714;45,55788764;9,173748141
PDD743;45,55789786;9,173482627
PDD715;45,55987145;9,177433247
PDD742;45,55990092;9,177310537
PDD745;45,56808158;9,163503411
PDD746;45,56785094;9,160535942
PDD703;45,57200866;9,158799562
LSS016;45,60478513;9,239784216
PDD701;45,57253033;9,16367424
PDD768;45,57081468;9,156738239
PDD747;45,56858355;9,164675363
PDD750;45,5700751;9,168978642
PDD749;45,57010633;9,169413595
PDD752;45,57725405;9,162128296
PDD753;45,57969309;9,161179954
PDD754;45,58350977;9,15963988
PDD755;45,5824893;9,158502621
PDD756;45,58083236;9,157596605
LSS018;45,60664526;9,236393041
LSS005;45,60665247;9,235988027
PDD759;45,57896001;9,148199323
PDD801;45,58443338;9,148627107
PDD802;45,58460391;9,151554295
PDD803;45,58319524;9,152490583
LSS023;45,60096885;9,234456319
LSS022;45,6009591;9,234623653
CEM009;45,63089655;9,174170851
MDL050;45,41946909;9,35010145
TRG031;45,67416903;9,290464133
VRD017;45,59993785;9,156246145
EXP006;45,49086719;9,066410991
EXP007;45,49085151;9,066989324
EXP602;45,52125466;9,108769333
VZI026;44,80143341;9,184849937
GDI010;44,90101815;9,05247915
GDI009;44,89973895;9,052959262
GFE001;44,95781634;9,295150445
CRM391;45,36510556;9,688381344
CRM376;45,35698527;9,66281555
CRM003;45,3756153;9,728810174
TRG045;45,66091284;9,289658928
TRV031;45,5144623;9,590582028
TRC003;45,48078418;9,439771342
TRC004;45,48090109;9,439515909
TRC005;45,47372106;9,443299079
BFL004;45,34925806;9,496263409
BFL005;45,34921694;9,496331167
BAS618;45,3518125;9,166251897
MON900;44,66084178;11,56035809
OZZ900;44,44204217;11,47760075
CRM246;45,36542255;9,677333627
CRM248;45,35673757;9,6768521
CRM321;45,36382586;9,673969255
CRM322;45,36381617;9,673780172
SER066;45,66140084;9,204827634
SER067;45,65600864;9,204522417
SER068;45,65413013;9,204730484
SER069;45,65575034;9,204148102
SER070;45,66481647;9,202284894
SER071;45,65134537;9,20001365
SNG002;45,57868651;9,119757912
SNG003;45,57851889;9,121152753
SNG008;45,58029721;9,145096759
SNG009;45,57962177;9,139209824
SNG010;45,57950499;9,132088015
SNG011;45,57932176;9,133240282
SNG012;45,5798945;9,137795472
SNG013;45,57997636;9,144639297
SNG014;45,57898346;9,128891534
SNG015;45,57934487;9,12884091
SSG001;45,53431859;9,231160235
SSG002;45,53434298;9,231669305
SSG003;45,53276679;9,23033691
SSG005;45,53083656;9,225337736
SSG006;45,54703453;9,236184979
SSG007;45,53063428;9,225285368
SSG008;45,54848916;9,237081389
SSG009;45,54381383;9,235169624
SSG017;45,54093305;9,237772762
SSG018;45,54629441;9,242483477
SSG020;45,53921826;9,235847125
SSG021;45,53743102;9,234489414
SSG022;45,54903187;9,245079154
SSG023;45,54096477;9,237504636
SSG024;45,54868034;9,245094767
SSG026;45,54607672;9,242777431
SSG027;45,54514346;9,231337833
SSG028;45,53915036;9,23610195
SSG029;45,54537597;9,231493736
SSG030;45,53611415;9,233287734
SSG031;45,54370932;9,234541401
SSG032;45,54249429;9,239308868
SSG033;45,54293915;9,235459928
SSG034;45,54207429;9,238962838
SSG043;45,52976256;9,216652117
SSG044;45,53178323;9,217553362
SSG045;45,53192492;9,217693082
SSG048;45,55105867;9,247438294
SSG049;45,55125758;9,247191213
SSG050;45,55659303;9,252696204
SSG051;45,54230064;9,239213014
SSG052;45,54256278;9,239474669
SSG053;45,54281303;9,239707953
SSG054;45,54222801;9,239292226
SSG055;45,5425181;9,239559443
SVC001;45,64510342;9,262859541
SVC002;45,64727796;9,260408174
SVC003;45,6464741;9,260290979
SVC004;45,64595427;9,26151636
CSL900;44,47631857;11,27364185
LIR003;44,99415217;9,255511613
LIR002;45,00082916;9,262269318
SVC005;45,64717503;9,264443066
SVC701;45,64379357;9,271054751
SVS001;45,64274802;9,13268261
SVS002;45,64224856;9,126775605
SVS003;45,64290775;9,132777933
PLT063;45,48311803;9,331998121
PLT064;45,4829663;9,332101426
RVD015;45,4266808;9,495526113
RVD016;45,42621973;9,495576612
RVD005;45,46184306;9,508552934
RVD006;45,46307679;9,509238616
RVD011;45,45322467;9,50566535
RVD012;45,45311192;9,505927159
RVD001;45,46798371;9,511463697
RVD002;45,4678852;9,5116118
RVD021;45,45849364;9,521085115
RVD022;45,45854284;9,521521975
RMN001;45,37681691;9,777439794
RMN002;45,37666319;9,777279316
MLN224;45,42123584;9,203332867
MLN218;45,41376098;9,20629155
MLN221;45,40740511;9,207870578
MLN216;45,40306078;9,208713761
MLN237;45,39945898;9,209532448
OPR003;45,39485634;9,210936315
OPR007;45,37917437;9,212671603
OPR006;45,3774137;9,212402857
OPR008;45,37423951;9,211650277
OPR010;45,37027667;9,210261399
OPR001;45,36186514;9,206416896
PVM012;45,35553307;9,201456352
PVM602;45,35370306;9,201466328
PVM603;45,34988275;9,199523999
RZZ601;45,3861829;9,150514869
RZZ602;45,38446734;9,153605617
PVM604;45,34869058;9,198295134
PVM002;45,34638155;9,195668541
RZZ603;45,38235608;9,154805134
RZZ604;45,38164125;9,158967146
PVM606;45,34435135;9,193302244
PVM607;45,34306407;9,193863308
PVM608;45,34507305;9,196273409
PVM609;45,34593427;9,198488141
RZZ605;45,3835603;9,16187887
RZZ606;45,38309482;9,16210414
RZZ607;45,38577398;9,16262412
RZZ608;45,38557254;9,162692508
PVM610;45,34433039;9,199428136
PVM611;45,34436604;9,199716192
PVM612;45,34331866;9,203240678
RZZ609;45,38664013;9,159888195
RZZ610;45,38637429;9,160340055
RZZ611;45,38715592;9,157435722
PLL006;45,4202963;9,399306881
PLL025;45,42121782;9,404792809
PLL013;45,41799886;9,408913016
PLL012;45,41780929;9,408543795
PLL016;45,41909047;9,412483358
PLL015;45,42033368;9,408019877
DRS001;45,37494523;9,356172943
DRS002;45,3738214;9,356477455
DRS003;45,37525657;9,360580248
DRS004;45,37521685;9,360775681
DRS005;45,37312432;9,361860852
DRS006;45,37306216;9,361697421
DRS007;45,37032569;9,361561418
DRS008;45,37048161;9,361189259
DRS009;45,36685879;9,363323493
DRS010;45,36649003;9,363058884
CRM408;45,38958754;9,67586824
DRS012;45,36494626;9,360909923
GLG001;45,35777726;9,442527575
LMB028;45,59461343;9,134340867
LMB029;45,59468458;9,135121118
CMZ005;45,43075624;9,454467113
MRA015;45,26052199;8,792599425
CMZ006;45,43080664;9,454768646
CMZ007;45,46331601;9,44267495
CMZ008;45,4633096;9,442816693
CMZ009;45,46197394;9,443656998
CMZ010;45,46193357;9,443473181
CMZ011;45,46134204;9,446154248
CMZ012;45,46131984;9,445828786
RHO662;45,52387052;9,044340343
RHO658;45,515558;9,03295402
CRN624;45,50265274;9,028255613
CRN620;45,5014541;9,025727801
PDD054;45,57035654;9,169533572
PDD055;45,56832379;9,182488483
PDD056;45,56555024;9,171887262
PDD064;45,55979687;9,170293314
PDD065;45,55967628;9,170481304
PDD070;45,56898515;9,185369327
PDD071;45,57340349;9,153351255
PDD072;45,56881691;9,185448075
PDD073;45,57155147;9,185036622
PDD074;45,57135041;9,184407136
PDD076;45,57364018;9,153470067
PDD077;45,56134047;9,160084965
PDD079;45,56145206;9,161890662
PDD080;45,57802222;9,154443387
PDD081;45,58141607;9,155228295
PDD082;45,56004361;9,166208515
PDD083;45,58026735;9,15721305
RNT001;45,72338261;9,278871186
RNT002;45,72749466;9,281192668
RNT003;45,71551374;9,273843348
RNT004;45,72334683;9,27922386
RNT005;45,72596666;9,28122628
RNT006;45,72726773;9,281069659
RNT007;45,72623475;9,282027964
RNT701;45,72716268;9,279630498
RNT702;45,71844138;9,272248713
SER002;45,6607103;9,2144176
SER003;45,63508884;9,194619841
SER004;45,63522454;9,193785049
SER005;45,66110154;9,215756951
SER007;45,65403622;9,187259146
SER009;45,65506107;9,17951688
SER010;45,65310718;9,190052631
SER012;45,65186099;9,213867598
SER013;45,65457035;9,181400421
SER015;45,65076985;9,200420313
SER018;45,64484065;9,205116926
SER019;45,64646529;9,202947966
SER020;45,63701377;9,205199368
SER022;45,65508123;9,208732524
SER023;45,64483712;9,214535603
SER024;45,64008117;9,217203727
SER025;45,64878841;9,208372076
SER026;45,64471613;9,214936828
PRR114;45,43288371;9,285733209
COA004;45,06553325;8,953441482
PLL001;45,41803522;9,39211816
PLL002;45,41794896;9,392729729
PLL004;45,41651046;9,397776047
PLL005;45,41701147;9,397569062
PLL008;45,41654101;9,402857169
PLL009;45,41646483;9,402414373
PLL010;45,41678963;9,405548945
PLL011;45,41691348;9,405596521
PLL021;45,41783922;9,389645252
PLL022;45,41324774;9,406578732
PLL023;45,41336825;9,406741393
PLT001;45,51453087;9,329425949
CBR005;45,07174669;9,098583237
CBR004;45,07079923;9,098448348
PLT002;45,51362552;9,330212008
PLT003;45,51120507;9,328324244
PLT004;45,50953759;9,330580278
PLT008;45,50800422;9,328478045
PLT009;45,50825956;9,330659272
PLT010;45,5061577;9,331407615
PLT011;45,5059835;9,331355928
BRG501;45,67334751;9,674919952
CSM007;45,36487761;9,361688969
CRM409;45,38957551;9,675734396
GNG014;45,53594505;9,40313114
RZZ672;45,37434327;9,142063258
GNG013;45,53600988;9,403407651
RZZ673;45,37560726;9,142729819
PRR511;45,43862706;9,284927243
RZZ674;45,37706285;9,143567003
SDN212;45,40565797;9,232054927
SDN203;45,40458542;9,229050292
SDN205;45,40134249;9,230672965
SDN208;45,40367609;9,233608124
PRR562;45,43416348;9,311150588
PRR568;45,43333234;9,316378169
DES061;45,60769749;9,203394706
DES062;45,60953625;9,202605214
DES063;45,61303739;9,196910404
DES064;45,61536434;9,20084128
DES065;45,61529276;9,200460865
SSG102;45,54220422;9,239037247
MRG006;45,5337854;9,705325848
MRG005;45,53375245;9,705163513
BRG008;45,67108127;9,674787614
BRG010;45,67900093;9,672741505
BRG011;45,67882231;9,672641392
BRG012;45,68215823;9,672735571
BRG013;45,68215688;9,672963858
BRG014;45,68688226;9,673106743
MNZ007;45,57801591;9,271896772
SSG101;45,54146334;9,238876145
CNB086;45,55789211;9,220097515
CNB087;45,55877346;9,22545381
CNB088;45,55890776;9,225179302
CNB089;45,55200298;9,22323533
CNB090;45,55123709;9,222093704
CNB091;45,54853046;9,228448331
CNB092;45,55112785;9,2273198
CNB093;45,54846103;9,228114113
CNB094;45,54644415;9,228502983
CNB095;45,54193079;9,221258059
CNB096;45,53915587;9,219610033
CNB097;45,54588721;9,22525235
CNB098;45,52699648;9,212212769
CNB099;45,54886768;9,235950455
CNB100;45,51845016;9,206973594
CNB101;45,53852225;9,218508102
CNB102;45,5491053;9,234982642
CNB103;45,54762591;9,229268178
CNB104;45,54209143;9,220530316
CRB001;45,68539754;9,237777859
CRB002;45,68510757;9,237717507
CRB003;45,67730793;9,235243877
CRB004;45,67006059;9,230493844
CRB006;45,67134741;9,234382052
CRB007;45,66965627;9,229346082
CRB008;45,67275703;9,241043509
CRB009;45,6730285;9,24093413
CRB010;45,67173371;9,235036889
CRB011;45,68805756;9,240696344
CRB012;45,68810058;9,240361698
CRB013;45,68590996;9,246934953
MDL027;45,40104598;9,326054506
MLG018;45,35339381;9,326931324
MLG019;45,35918487;9,33257551
MLG020;45,35921003;9,332224833
MLG021;45,36305792;9,325869355
MLG022;45,36332533;9,3246543
CBR002;45,06713682;9,095676485
CBR006;45,07030904;9,100245868
MLG023;45,3605405;9,329619142
MLG024;45,36038968;9,313473682
LSS029;45,61069275;9,243394514
LSS030;45,61720455;9,238843025
LSS031;45,61718059;9,238431698
LSS034;45,62294128;9,24424675
LSS036;45,62313514;9,244485468
PLT065;45,48135198;9,319686898
PLT066;45,48124243;9,320222588
PIZ003;45,03759473;9,048920304
PIP001;45,10848947;9,200012614
PIP002;45,10853049;9,200000567
PLT070;45,47945534;9,307424177
PLT071;45,47782545;9,310509146
PLT075;45,48479184;9,331174916
PLT076;45,50202656;9,336114962
PLT077;45,50189896;9,336053145
PIP004;45,06800398;9,167462558
PLT080;45,50395818;9,336373813
PLT081;45,50662209;9,336543166
PLT082;45,50668376;9,3362547
PLT083;45,50372821;9,334659717
PNT001;45,43957289;9,352857779
RVD004;45,47212217;9,508873839
RVD003;45,47288885;9,508557906
MGG033;45,5927001;9,225599484
MGG035;45,59200416;9,219129932
MGG036;45,59179716;9,21886992
MGG037;45,59239225;9,223548184
MGG038;45,59117699;9,215276973
MGG039;45,59354315;9,225412843
MGG041;45,5971657;9,224134488
MGG042;45,59565265;9,224661721
MGG043;45,59417324;9,225525704
MGG044;45,59571337;9,224975653
MGG045;45,57573797;9,225843903
MGG046;45,57889949;9,224767348
MGG047;45,581053;9,223880237
MGG048;45,59300719;9,233209712
MGG049;45,59321496;9,233170853
MGG050;45,58410358;9,228308146
MGG051;45,58403752;9,228014122
MGG054;45,58215338;9,228233573
MGG056;45,59858252;9,22814851
MGG057;45,59777902;9,224599057
MGG058;45,57553185;9,228425544
MGG059;45,5771741;9,229636869
MGG060;45,59715329;9,237742049
MGG061;45,59727816;9,237483743
MIL001;45,49569902;9,196708202
MIL002;45,50177033;9,199999297
MIL003;45,50043486;9,199386425
MIL005;45,48718265;9,197643974
MIL006;45,48608095;9,200138444
MIL007;45,487356;9,197767955
MIL008;45,48926731;9,201038473
MIL009;45,48720669;9,202961926
GLG002;45,35796508;9,442354224
GNG001;45,5364477;9,403605732
MNZ154;45,59162057;9,24437969
MNZ155;45,59145336;9,244286657
MNZ156;45,5905254;9,251921998
MNZ175;45,57229076;9,247146763
MNZ176;45,5663908;9,243775361
MNZ178;45,57023428;9,246541995
MNZ180;45,57054233;9,246092165
MNZ182;45,58861642;9,264174847
MNZ183;45,5813038;9,272239813
MNZ184;45,59024781;9,255771946
MNZ185;45,58999036;9,255897568
MNZ186;45,58886154;9,264017876
MNZ187;45,58103422;9,272645882
MNZ188;45,58290195;9,271375672
MNZ189;45,58291908;9,27175767
MNZ190;45,58977534;9,259136806
MNZ192;45,58630568;9,270172917
MNZ193;45,58597625;9,269948462
MNZ201;45,57755946;9,279596264
MNZ202;45,57778833;9,280339795
PIP003;45,0681167;9,167433784
MNZ203;45,57767744;9,282415499
MNZ204;45,57746172;9,274840922
MNZ209;45,58948841;9,259177753
MNZ212;45,57830809;9,271850399
MNZ214;45,57700258;9,271263698
MNZ215;45,57716693;9,271035318
MNZ217;45,57961297;9,27270431
CMZ013;45,4387554;9,463367349
CMZ014;45,43875878;9,463036901
CRL001;45,3496095;9,322716366
CRL002;45,34894818;9,323392352
CRL003;45,3459187;9,325490698
CRL004;45,34596539;9,325595639
CRL005;45,33267077;9,336401957
CRL006;45,33256329;9,336517493
CRL007;45,33128907;9,341626705
CRP004;45,34303694;9,268930862
CRP003;45,34187813;9,271321873
CRP005;45,34003911;9,276385337
CRP007;45,34274568;9,272077038
CRV001;45,3746985;9,425265865
CRV002;45,37470174;9,425346209
CRV003;45,3723126;9,426523015
CRV004;45,37253508;9,42663513
CRV005;45,37092006;9,427064721
CRV006;45,37084502;9,427259929
CSD001;45,51466679;9,512663308
CSD002;45,51555111;9,509265651
CSD003;45,51616435;9,509906333
CSD004;45,52404979;9,515142851
CSD008;45,52185976;9,511625691
CSD009;45,52077652;9,511565167
CSD010;45,5247598;9,513108111
CSD011;45,52406652;9,513165847
CSD012;45,52651595;9,515295377
CSD013;45,52617549;9,515947329
CSD014;45,53025882;9,502309545
CSD015;45,52962083;9,502966445
CSD016;45,52491296;9,511096743
CSD017;45,52582471;9,518614736
CSD018;45,52482689;9,522403581
CSD019;45,52498861;9,522247316
CSD020;45,52482552;9,537406372
CSD021;45,52515854;9,536814629
CSD022;45,52449212;9,542757861
SDN100;45,41120283;9,283667763
SDN101;45,41109206;9,28341283
SDN102;45,4096491;9,288258414
SDN103;45,4108421;9,266023823
VZZ015;45,35572757;9,344904263
ZBP001;45,41316645;9,428760635
ZBP002;45,41325312;9,428987537
ZBP003;45,412379;9,430707982
ZBP004;45,41249701;9,4307121
ZBP005;45,4109953;9,43210929
SGN071;45,39319027;9,286220443
SGN072;45,39243529;9,286767814
SGN076;45,36843863;9,315490656
SGN077;45,36894089;9,315265361
SGN078;45,40032206;9,280075526
SGR004;45,47493206;9,289056203
SGR005;45,47724931;9,298766695
SGR006;45,47500258;9,287856214
SGR007;45,47686402;9,298099372
SGR010;45,47557679;9,304057397
PAV319;45,19075275;9,161973429
PAV524;45,18941244;9,162599809
STT003;45,46937822;9,381835525
STT004;45,46916606;9,382252389
STT005;45,46771509;9,385875534
STT006;45,46748392;9,385732319
STT007;45,46515042;9,387484861
STT008;45,46507736;9,387766791
CSD024;45,52377769;9,515614315
CSM001;45,35338731;9,369400329
CSM002;45,3535616;9,373608127
CSM003;45,35318703;9,375304127
LMB020;45,61467525;9,125472338
RHO672;45,51488933;9,032505612
RHO673;45,53297416;9,039698604
RHO674;45,53286923;9,039473316
RHO675;45,53718574;9,036204459
MLN636;45,45465793;9,112311319
MLN637;45,45694509;9,111552849
MLN638;45,45966487;9,109532121
MLN639;45,46067367;9,094606643
MLN640;45,46455604;9,091940174
STM637;45,46524123;9,074504671
STM636;45,46513222;9,074775087
STM638;45,46749428;9,070100791
STM639;45,47014783;9,066096434
STM640;45,47023333;9,067187083
STM641;45,47179582;9,064230561
STM642;45,47303966;9,062108249
STM643;45,47332866;9,061240388
STM653;45,48586243;9,052123215
STM645;45,48096666;9,054433605
STM646;45,48115197;9,053894507
STM628;45,4958408;9,043872789
STM648;45,49303599;9,046577019
STM649;45,49388059;9,046483122
STM650;45,49593799;9,043987145
CRN617;45,49856002;9,030638385
CRN622;45,50156344;9,017406737
BGG616;45,50015292;8,996609912
CRN619;45,49990193;9,006333641
CRN618;45,49965371;9,005796439
CRN623;45,50185707;9,017649927
CRN626;45,50683192;9,023253221
BGG617;45,48526498;8,996082993
CRN609;45,49852924;9,029889285
MLN641;45,45984613;9,109244568
MLN642;45,46043969;9,094895681
MLN652;45,46428001;9,091859522
MLN653;45,45665638;9,111204573
CSN053;45,51684499;9,329619789
BPN002;45,0854435;9,081950322
BGG618;45,47955762;8,998669632
CRN900;45,48699276;9,03416297
STM654;45,48552462;9,054116267
STM655;45,49483116;9,043628206
STM656;45,47158725;9,066419573
STM657;45,46448411;9,075308947
MLN654;45,49230304;9,193854963
MLN655;45,49348536;9,193202125
MLN656;45,49309336;9,191230114
MLN657;45,49461241;9,185654949
MLN658;45,49529698;9,18351038
MLN659;45,49801411;9,185063372
MLN660;45,49988329;9,183762328
MLN661;45,49319494;9,190295923
MLN662;45,49436927;9,185796366
MLN663;45,49537365;9,183219421
MLN664;45,49790984;9,184751484
MLN665;45,50018911;9,183146989
MLN666;45,503922;9,180944219
MLN667;45,50389881;9,180551294
MLN668;45,50644906;9,179231812
MLN669;45,50683604;9,178474387
MLN670;45,50796071;9,178085063
MLN671;45,50809951;9,177651976
PAV491;45,1895011;9,146892862
CVG002;44,98260866;9,168994178
MLN672;45,50963901;9,17695909
MLN673;45,51035956;9,176087493
MLN674;45,51155566;9,175698307
MLN675;45,51389208;9,174005178
MLN676;45,51401201;9,173443258
MLN677;45,51568018;9,172696383
LSS038;45,60975093;9,235782552
LSS039;45,60982188;9,236143658
LSS040;45,63397806;9,232345861
LSS041;45,63381069;9,23231054
LSS042;45,63110563;9,236328872
LSS043;45,63127157;9,235834682
LSS044;45,60750262;9,236173079
LSS045;45,61415987;9,238357949
LSS046;45,61479287;9,238539884
LSS050;45,63186291;9,251708257
LSS051;45,60292383;9,25204383
LSS052;45,60930816;9,250235076
VNC008;45,37269458;9,586577909
VLT010;45,4615663;9,601875924
VLT001;45,46141673;9,601728553
VLT008;45,46290549;9,604459835
VLT009;45,46298113;9,604794471
VLT003;45,45857698;9,601897838
VLT002;45,45866392;9,602052874
VRN008;45,32993823;10,08082053
VRN005;45,32788491;10,07921067
VRV006;45,32925954;10,05320505
VRV005;45,33113828;10,05393836
CSC008;45,45154654;9,712552544
CSC007;45,45294453;9,712457925
VLC001;45,35417483;9,932209887
VLC002;45,35416307;9,932332051
SZL013;45,31909212;9,370390571
BRN004;45,51357495;9,705034858
CGN005;45,57980284;9,710905847
CGN006;45,57971624;9,711066659
FRN001;45,49688671;9,682159367
FRN006;45,49628652;9,682524183
MRG001;45,51980557;9,705175951
MRG002;45,51985216;9,704595311
URG002;45,59804084;9,699866853
URG011;45,59743837;9,699667599
URG017;45,61281019;9,724982095
ZNC003;45,64036812;9,684505007
ZNC004;45,64050565;9,68466165
RVD900;45,46382829;9,518860093
TRB901;45,41454014;9,368147216
MEN002;44,80955769;9,268902378
BRG500;45,69234802;9,675946179
SSG500;45,54172615;9,239108374
MNZ500;45,5781867;9,272246488
LOD500;45,30727604;9,500611413
TRV500;45,5171468;9,587293145
MLZ081;45,50483608;9,413477038
MLZ082;45,49699471;9,417729642
MLZ083;45,49598327;9,415378908
MLZ084;45,49415416;9,410826974
MLZ085;45,49650765;9,421011472
MLZ086;45,50036706;9,418604933
MLZ087;45,50731863;9,425440222
MLZ088;45,50700884;9,425290814
MLZ089;45,50452224;9,426334628
MLZ091;45,49914568;9,420062291
MLZ092;45,4934765;9,426332928
MRL001;45,42555104;9,445556611
MRL002;45,42543289;9,445316911
MRL003;45,42457545;9,440937146
VNC024;45,38357674;9,592160691
VNC025;45,38291661;9,590541826
VNC011;45,37338151;9,589250917
MEN009;44,79754349;9,328291282
MEN001;44,80953792;9,26885762
MEN020;44,78445904;9,317066221
MEN005;44,81214339;9,247074958
VNC015;45,36701994;9,596559025
VNC016;45,36660192;9,596976002
VNC009;45,37002883;9,588958167
VNC010;45,37000772;9,589214619
DES032;45,63380806;9,196700933
DES033;45,63139192;9,204852467
DES034;45,63131416;9,204475225
MNZ218;45,57848828;9,272256635
MNZ226;45,57520336;9,269749538
MNZ227;45,57509688;9,270038482
MNZ236;45,6006606;9,262350754
MNZ244;45,60034261;9,258913713
MNZ250;45,58753071;9,267013972
MNZ251;45,58779456;9,267210697
MNZ253;45,60191275;9,268515718
MNZ255;45,60218321;9,268337487
MNZ256;45,601594;9,266244423
MNZ257;45,60111818;9,262527506
MNZ258;45,60187367;9,265976453
MNZ259;45,59266201;9,27216499
MNZ260;45,59010948;9,273916068
MNZ263;45,59254275;9,271770625
MNZ264;45,58995379;9,273675625
MNZ313;45,5910098;9,264576648
MNZ314;45,5907724;9,264256691
MNZ339;45,60032428;9,260261004
MNZ900;45,57992604;9,279813532
TRC006;45,47422237;9,44353019
QNT002;45,41977067;9,61578624
QNT001;45,41986557;9,615686706
QNZ005;45,31282122;10,00962057
RCG003;45,40475092;9,72730449
RCG002;45,40406672;9,727090879
RPN001;45,33224628;9,694254671
LMB041;45,61728817;9,121012154
LMB042;45,61584662;9,124014501
LCT005;45,35995918;9,220627785
LSS068;45,60652693;9,234855316
MNZ088;45,57734961;9,251579864
MNZ089;45,57297938;9,250912219
MNZ090;45,57198463;9,247855442
CNB105;45,54574785;9,220768264
MNZ091;45,57171585;9,248014537
MNZ092;45,57316013;9,251458076
MNZ093;45,5768881;9,251726444
CNB106;45,54557303;9,21821719
BSS026;45,63807336;9,291808392
BSS027;45,63622487;9,276454838
BSS028;45,63493715;9,272558575
